timestamp,status,temperature,level,plugged
1557533018168,FULL,309,100.0,AC
1557533139183,FULL,308,100.0,AC
1557533150124,FULL,309,100.0,AC
1557533206152,FULL,308,100.0,AC
1557533294190,FULL,307,100.0,AC
1557533436171,FULL,303,100.0,AC
1557533443183,FULL,304,100.0,AC
1557533452119,FULL,303,100.0,AC
1557533510234,FULL,302,100.0,AC
1557533595175,FULL,301,100.0,AC
1557533620156,DISCHARGING,300,100.0,UNDEFINED
1557533650316,DISCHARGING,301,100.0,UNDEFINED
1557533680286,DISCHARGING,303,100.0,UNDEFINED
1557533710374,DISCHARGING,306,100.0,UNDEFINED
1557533740397,DISCHARGING,308,100.0,UNDEFINED
1557533770486,DISCHARGING,310,100.0,UNDEFINED
1557533787134,DISCHARGING,310,100.0,UNDEFINED
1557533802121,DISCHARGING,310,100.0,UNDEFINED
1557533816091,DISCHARGING,310,100.0,UNDEFINED
1557533920127,DISCHARGING,308,100.0,UNDEFINED
1557533936114,DISCHARGING,308,100.0,UNDEFINED
1557533987121,DISCHARGING,307,100.0,UNDEFINED
1557534047127,DISCHARGING,307,100.0,UNDEFINED
1557534082126,DISCHARGING,305,100.0,UNDEFINED
1557534112208,DISCHARGING,306,99.0,UNDEFINED
1557534142169,DISCHARGING,306,99.0,UNDEFINED
1557534172270,DISCHARGING,308,99.0,UNDEFINED
1557534202284,DISCHARGING,310,99.0,UNDEFINED
1557534232392,DISCHARGING,312,99.0,UNDEFINED
1557534262510,DISCHARGING,314,98.0,UNDEFINED
1557534292504,DISCHARGING,316,98.0,UNDEFINED
1557534322581,DISCHARGING,317,98.0,UNDEFINED
1557534352725,DISCHARGING,320,97.0,UNDEFINED
1557534382711,DISCHARGING,323,97.0,UNDEFINED
1557534412817,DISCHARGING,324,97.0,UNDEFINED
1557534442886,DISCHARGING,325,97.0,UNDEFINED
1557534473023,DISCHARGING,327,97.0,UNDEFINED
1557534533122,DISCHARGING,328,97.0,UNDEFINED
1557534563193,DISCHARGING,329,97.0,UNDEFINED
1557534593333,DISCHARGING,329,96.0,UNDEFINED
1557534623345,DISCHARGING,330,96.0,UNDEFINED
1557534653392,DISCHARGING,331,96.0,UNDEFINED
1557534683440,DISCHARGING,333,96.0,UNDEFINED
1557534713547,DISCHARGING,334,95.0,UNDEFINED
1557534743564,DISCHARGING,335,95.0,UNDEFINED
1557534773573,DISCHARGING,336,95.0,UNDEFINED
1557534803655,DISCHARGING,336,95.0,UNDEFINED
