timestamp,status,temperature,level,plugged
1557360006015,DISCHARGING,271,100.0,UNDEFINED
1557360076171,DISCHARGING,269,100.0,UNDEFINED
1557360146137,DISCHARGING,267,100.0,UNDEFINED
1557360216152,DISCHARGING,265,100.0,UNDEFINED
1557360286155,DISCHARGING,263,100.0,UNDEFINED
1557360356114,DISCHARGING,263,100.0,UNDEFINED
1557360426171,DISCHARGING,262,100.0,UNDEFINED
1557360496118,DISCHARGING,261,100.0,UNDEFINED
1557360566127,DISCHARGING,261,100.0,UNDEFINED
1557360606007,DISCHARGING,261,100.0,UNDEFINED
1557360706191,DISCHARGING,260,100.0,UNDEFINED
1557360913118,DISCHARGING,260,100.0,UNDEFINED
1557360916129,DISCHARGING,260,100.0,UNDEFINED
1557360986190,DISCHARGING,260,100.0,UNDEFINED
1557361056208,DISCHARGING,260,100.0,UNDEFINED
1557361126191,DISCHARGING,260,100.0,UNDEFINED
1557361196147,DISCHARGING,260,100.0,UNDEFINED
1557361266190,DISCHARGING,260,100.0,UNDEFINED
1557361334814,DISCHARGING,260,100.0,UNDEFINED
1557361336193,DISCHARGING,260,100.0,UNDEFINED
1557361406163,DISCHARGING,261,100.0,UNDEFINED
1557361476192,DISCHARGING,261,100.0,UNDEFINED
1557361546196,DISCHARGING,262,100.0,UNDEFINED
1557361616210,DISCHARGING,262,100.0,UNDEFINED
1557361676250,DISCHARGING,262,100.0,UNDEFINED
1557361746235,DISCHARGING,263,100.0,UNDEFINED
1557361806013,DISCHARGING,262,100.0,UNDEFINED
1557361826216,DISCHARGING,263,100.0,UNDEFINED
1557361896233,DISCHARGING,264,100.0,UNDEFINED
1557361966194,DISCHARGING,264,100.0,UNDEFINED
1557362036214,DISCHARGING,264,100.0,UNDEFINED
1557362106215,DISCHARGING,265,100.0,UNDEFINED
1557362176229,DISCHARGING,264,100.0,UNDEFINED
1557362246247,DISCHARGING,265,100.0,UNDEFINED
1557362316233,DISCHARGING,265,100.0,UNDEFINED
1557362386188,DISCHARGING,266,100.0,UNDEFINED
1557362406013,DISCHARGING,265,100.0,UNDEFINED
1557362456204,DISCHARGING,266,100.0,UNDEFINED
1557362516810,DISCHARGING,266,100.0,UNDEFINED
1557362526258,DISCHARGING,266,100.0,UNDEFINED
1557362586291,DISCHARGING,267,100.0,UNDEFINED
1557362596232,DISCHARGING,266,100.0,UNDEFINED
1557362606232,DISCHARGING,267,99.0,UNDEFINED
1557362746206,DISCHARGING,267,99.0,UNDEFINED
1557362816248,DISCHARGING,268,99.0,UNDEFINED
1557362886269,DISCHARGING,268,99.0,UNDEFINED
1557362956729,DISCHARGING,269,99.0,UNDEFINED
1557363006518,DISCHARGING,268,99.0,UNDEFINED
1557363026756,DISCHARGING,269,99.0,UNDEFINED
1557363096758,DISCHARGING,269,99.0,UNDEFINED
1557363166755,DISCHARGING,269,99.0,UNDEFINED
1557363236717,DISCHARGING,271,99.0,UNDEFINED
1557363306775,DISCHARGING,270,99.0,UNDEFINED
1557363376758,DISCHARGING,270,99.0,UNDEFINED
1557363446774,DISCHARGING,271,99.0,UNDEFINED
1557363516777,DISCHARGING,271,99.0,UNDEFINED
1557363586725,DISCHARGING,272,99.0,UNDEFINED
1557363656794,DISCHARGING,272,99.0,UNDEFINED
1557363726795,DISCHARGING,273,99.0,UNDEFINED
1557363746754,DISCHARGING,273,98.0,UNDEFINED
1557363886801,DISCHARGING,273,98.0,UNDEFINED
1557363956783,DISCHARGING,273,98.0,UNDEFINED
1557364026782,DISCHARGING,274,98.0,UNDEFINED
1557364166754,DISCHARGING,274,98.0,UNDEFINED
1557364206528,DISCHARGING,274,98.0,UNDEFINED
1557364236764,DISCHARGING,275,98.0,UNDEFINED
1557364366874,DISCHARGING,275,98.0,UNDEFINED
1557364376834,DISCHARGING,275,98.0,UNDEFINED
1557364446815,DISCHARGING,275,98.0,UNDEFINED
1557364516836,DISCHARGING,275,98.0,UNDEFINED
1557364576892,DISCHARGING,276,98.0,UNDEFINED
