timestamp,status,temperature,level,plugged
1557273621732,DISCHARGING,275,92.0,UNDEFINED
1557273632189,DISCHARGING,275,92.0,UNDEFINED
1557273655390,DISCHARGING,274,92.0,UNDEFINED
1557273677425,DISCHARGING,277,92.0,UNDEFINED
1557273725361,DISCHARGING,275,92.0,UNDEFINED
1557273795390,DISCHARGING,275,92.0,UNDEFINED
1557273865374,DISCHARGING,275,92.0,UNDEFINED
1557273886925,DISCHARGING,275,92.0,UNDEFINED
1557273922311,DISCHARGING,278,92.0,UNDEFINED
1557273935363,DISCHARGING,278,92.0,UNDEFINED
1557274004672,DISCHARGING,277,92.0,UNDEFINED
1557274005375,DISCHARGING,277,92.0,UNDEFINED
1557274064778,DISCHARGING,276,92.0,UNDEFINED
1557274075392,DISCHARGING,277,92.0,UNDEFINED
1557274145362,DISCHARGING,277,92.0,UNDEFINED
1557274215360,DISCHARGING,276,92.0,UNDEFINED
1557274285389,DISCHARGING,277,92.0,UNDEFINED
1557274425385,DISCHARGING,277,92.0,UNDEFINED
1557274495396,DISCHARGING,276,92.0,UNDEFINED
1557274635434,DISCHARGING,276,92.0,UNDEFINED
1557274664779,DISCHARGING,277,92.0,UNDEFINED
1557274705363,DISCHARGING,276,92.0,UNDEFINED
1557274775434,DISCHARGING,275,92.0,UNDEFINED
1557274825412,DISCHARGING,275,91.0,UNDEFINED
1557274841191,DISCHARGING,275,91.0,UNDEFINED
1557274857209,DISCHARGING,277,91.0,UNDEFINED
1557274895360,DISCHARGING,277,91.0,UNDEFINED
1557274965376,DISCHARGING,280,91.0,UNDEFINED
1557275035372,DISCHARGING,284,91.0,UNDEFINED
1557275083365,DISCHARGING,286,91.0,UNDEFINED
1557275105361,DISCHARGING,288,91.0,UNDEFINED
1557275175381,DISCHARGING,291,91.0,UNDEFINED
1557275220726,DISCHARGING,294,91.0,UNDEFINED
1557275245378,DISCHARGING,291,90.0,UNDEFINED
1557275264774,DISCHARGING,289,90.0,UNDEFINED
1557275315379,DISCHARGING,292,90.0,UNDEFINED
1557275385383,DISCHARGING,294,90.0,UNDEFINED
1557275455428,DISCHARGING,298,90.0,UNDEFINED
1557275525381,DISCHARGING,300,90.0,UNDEFINED
