timestamp,status,temperature,level,plugged
1557447145061,DISCHARGING,280,55.0,UNDEFINED
1557447601587,DISCHARGING,282,55.0,UNDEFINED
1557447612739,DISCHARGING,287,55.0,UNDEFINED
1557447614016,DISCHARGING,287,55.0,UNDEFINED
1557447661317,DISCHARGING,285,55.0,UNDEFINED
1557447699693,DISCHARGING,300,55.0,UNDEFINED
1557447707339,DISCHARGING,300,55.0,UNDEFINED
1557447708698,DISCHARGING,297,55.0,UNDEFINED
1557447901400,DISCHARGING,302,55.0,UNDEFINED
1557447902527,DISCHARGING,302,55.0,UNDEFINED
1557447914249,DISCHARGING,310,55.0,UNDEFINED
1557447961305,DISCHARGING,307,55.0,UNDEFINED
1557448066424,DISCHARGING,312,55.0,UNDEFINED
1557448201324,DISCHARGING,320,54.0,UNDEFINED
1557448203338,DISCHARGING,322,54.0,UNDEFINED
1557448208643,DISCHARGING,322,54.0,UNDEFINED
1557448210744,DISCHARGING,322,54.0,UNDEFINED
1557448212330,DISCHARGING,326,54.0,UNDEFINED
1557448214697,DISCHARGING,326,54.0,UNDEFINED
1557448219381,DISCHARGING,326,54.0,UNDEFINED
1557448233300,DISCHARGING,326,54.0,UNDEFINED
1557448239929,DISCHARGING,326,54.0,UNDEFINED
1557448243362,DISCHARGING,326,54.0,UNDEFINED
1557448250032,DISCHARGING,326,54.0,UNDEFINED
1557448253393,CHARGING,326,54.0,UNDEFINED
1557448254144,CHARGING,326,54.0,AC
1557448254204,CHARGING,326,54.0,AC
1557448254213,CHARGING,326,54.0,AC
1557448254236,CHARGING,326,54.0,AC
1557448255818,CHARGING,325,54.0,AC
1557448256265,CHARGING,325,54.0,AC
1557448256286,CHARGING,325,54.0,AC
1557448256297,CHARGING,325,54.0,AC
1557448256848,CHARGING,326,54.0,AC
1557448258302,CHARGING,313,54.0,AC
1557448258329,CHARGING,313,54.0,AC
1557448259332,CHARGING,312,54.0,AC
1557448260390,CHARGING,311,54.0,AC
1557448262438,CHARGING,309,54.0,AC
1557448264511,CHARGING,309,54.0,AC
1557448266593,CHARGING,315,54.0,AC
1557448268656,CHARGING,313,54.0,AC
1557448283601,CHARGING,316,54.0,AC
1557448284285,CHARGING,323,55.0,AC
1557448285271,CHARGING,328,55.0,AC
1557448286273,CHARGING,329,55.0,AC
1557448287266,CHARGING,325,55.0,AC
1557448288278,CHARGING,324,55.0,AC
1557448289262,CHARGING,325,55.0,AC
1557448290256,CHARGING,322,55.0,AC
1557448291260,CHARGING,323,55.0,AC
1557448292257,CHARGING,324,55.0,AC
1557448293256,CHARGING,337,55.0,AC
1557448294261,CHARGING,332,55.0,AC
1557448295253,CHARGING,330,55.0,AC
1557448296262,CHARGING,327,55.0,AC
1557448297252,CHARGING,328,55.0,AC
1557448298263,CHARGING,327,55.0,AC
1557448299247,CHARGING,330,55.0,AC
1557448300243,CHARGING,329,55.0,AC
1557448301244,CHARGING,328,55.0,AC
1557448302267,CHARGING,332,55.0,AC
1557448303245,CHARGING,333,55.0,AC
1557448304265,CHARGING,333,55.0,AC
1557448305265,CHARGING,333,55.0,AC
1557448306231,CHARGING,332,55.0,AC
1557448307249,CHARGING,332,55.0,AC
1557448308245,CHARGING,332,55.0,AC
1557448309235,CHARGING,332,55.0,AC
1557448310244,CHARGING,331,55.0,AC
1557448311237,CHARGING,336,55.0,AC
1557448312231,CHARGING,336,55.0,AC
1557448313227,CHARGING,337,55.0,AC
1557448314237,CHARGING,336,55.0,AC
1557448315228,CHARGING,336,55.0,AC
