timestamp,Temperature
1557654795011,31.3099994659
1557654808462,31.3600006104
1557654838538,31.4300003052
1557654868618,31.5799999237
1557654898693,31.4500007629
1557654928779,31.2000007629
1557654958786,30.9899997711
1557654988953,30.7099990845
1557655019009,30.4799995422
1557655049096,30.1800003052
1557655079188,30.0200004578
1557655109277,29.8400001526
1557655139337,29.9799995422
1557655169452,30.2199993134
1557655199504,30.4699993134
1557655229596,30.3700008392
1557655259664,30.5699996948
1557655289747,30.7099990845
1557655319849,30.8799991608
1557655349910,30.9300003052
1557655379996,31.0799999237
1557655410096,31.2099990845
1557655440168,31.3199996948
1557655470241,32.0900001526
1557655500340,31.9899997711
1557655530409,32.3699989319
1557655560502,32.6399993896
1557655590581,32.4300003052
1557655620669,32.4500007629
1557655650737,32.3899993896
1557655680817,32.3300018311
1557655710897,32.3400001526
1557655741009,32.3100013733
1557655771066,32.4000015259
1557655801159,32.3899993896
1557655831242,32.4000015259
1557655861332,32.7299995422
1557655891386,32.7999992371
1557655921489,32.9700012207
1557655951568,33.0999984741
1557655981641,33.2599983215
1557656011735,33.1500015259
1557656041796,33.3499984741
1557656071899,33.2299995422
1557656101974,33.0900001526
1557656132050,33.0900001526
1557656162140,33.0400009155
1557656192223,33.0600013733
1557656222300,33.0999984741
1557656252388,33.0800018311
1557656282451,33.0400009155
1557656312549,32.9900016785
1557656342624,33
1557656372702,32.9900016785
1557656402795,32.9700012207
1557656432871,33
1557656462966,33.0299987793
1557656493049,32.8600006104
1557656523109,32.8400001526
1557656553204,32.9099998474
1557656583285,32.8800010681
1557656613376,32.7900009155
1557656643440,32.9300003052
1557656673526,33.4199981689
1557656703614,33.4399986267
1557656733684,33.5099983215
1557656763785,33.3899993896
1557656793857,33.4099998474
1557656823942,33.3499984741
1557656854014,33.3600006104
1557656884102,33.3499984741
1557656914179,33.3899993896
1557656944263,33.4700012207
1557656974335,33.7200012207
1557657004428,33.6199989319
1557657034511,33.5900001526
1557657064598,33.5299987793
1557657094669,33.5099983215
1557657124764,33.5299987793
1557657154845,33.2299995422
1557657184915,33.1500015259
1557657214998,33.2000007629
1557657245090,32.9700012207
1557657275166,33.0499992371
1557657305245,33.0200004578
1557657335323,33.0200004578
1557657365407,33.0200004578
1557657395586,32.9900016785
1557657425595,32.9099998474
1557657455700,32.8100013733
1557657485804,32.7200012207
1557657515862,32.7000007629
1557657545895,32.5299987793
1557657576012,32.3100013733
1557657606080,32.0400009155
1557657636287,31.7099990845
1557657666294,31.3400001526
1557657696336,31.0599994659
1557657726404,30.7199993134
1557657756486,30.3899993896
1557657786561,30.1700000763
1557657816645,30.1900005341
1557657846755,30.1499996185
1557657876793,30.1900005341
1557657906875,30.1499996185
1557657936973,30.2399997711
