timestamp,Temperature
1557276694851,29.6800003052
1557276703215,30.6399993896
1557276733372,30.7199993134
1557276763441,30.7800006866
1557276793537,30.9500007629
1557276823616,31.1599998474
1557276853707,31.4300003052
1557276883793,31.6000003815
1557276913866,31.7700004578
1557276943952,31.9400005341
1557276974035,32.0699996948
1557277004108,32.2000007629
1557277034186,32.3600006104
1557277064274,32.5099983215
1557277094358,32.5200004578
1557277124424,32.6899986267
1557277154503,32.7799987793
1557277184588,32.8800010681
1557277214669,32.9500007629
1557277244759,33.1899986267
1557277274842,33.2799987793
1557277304936,33.3600006104
1557277335012,33.4399986267
1557277365084,33.5099983215
1557277395179,33.5800018311
1557277425261,33.5999984741
1557277455339,33.6899986267
1557277485423,33.7200012207
1557277515506,33.7400016785
1557277545604,33.5099983215
1557277575657,33.4700012207
1557277605738,33.4700012207
1557277635839,33.3699989319
1557277665911,33.3300018311
1557277696007,33.2799987793
1557277726068,33.3100013733
1557277756156,33.3100013733
1557277786242,33.3300018311
1557277816333,33.3600006104
1557277846404,33.3899993896
1557277876478,33.4199981689
1557277906565,33.4599990845
1557277936648,33.4900016785
1557277966741,33.5400009155
1557277996806,33.5800018311
1557278026898,33.6300010681
1557278056976,33.6300010681
1557278087060,33.6699981689
1557278117145,33.7200012207
1557278147215,33.7400016785
1557278177310,33.7799987793
1557278207375,33.8100013733
1557278237477,33.8300018311
1557278267554,33.8499984741
1557278297633,33.8699989319
1557278327709,33.9399986267
1557278357805,33.9399986267
1557278387889,33.9599990845
1557278417945,33.9500007629
1557278448041,33.9599990845
1557278478138,33.9599990845
1557278508199,33.9900016785
1557278538290,34.0299987793
1557278568378,34.0299987793
1557278598456,34.0299987793
1557278628520,34.0699996948
1557278658625,34.0600013733
1557278688691,34.0900001526
1557278718777,34.0999984741
1557278748859,34.1100006104
1557278778939,34.1199989319
1557278809034,34.1500015259
1557278839110,34.0800018311
1557278869195,34.0200004578
1557278899270,34.0999984741
1557278929353,34.0499992371
1557278959440,34.0400009155
1557278989525,34.0499992371
1557279019592,34.1399993896
1557279049685,34.1399993896
