timestamp,Temperature
1557448708711,28.5
1557448709657,28.3799991608
1557448739744,28.3700008392
1557448769797,28.3299999237
1557448799865,28.2399997711
1557448829963,28.1800003052
1557448860044,28.1499996185
1557448890125,28.1499996185
1557448920201,28.2199993134
1557448950278,28.3999996185
1557448980361,28.6200008392
1557449010447,28.8700008392
1557449040529,29.1399993896
1557449070620,29.3700008392
1557449100696,29.6299991608
1557449130773,29.9099998474
1557449160856,30.1800003052
1557449190980,30.4500007629
1557449221028,30.6700000763
1557449251092,30.8400001526
1557449281188,30.9799995422
1557449311254,31.0900001526
1557449341342,31.2000007629
1557449371418,31.2999992371
1557449401535,31.2999992371
1557449431600,31.4899997711
1557449461678,31.5499992371
1557449491755,31.6399993896
1557449521845,31.7399997711
1557449551910,31.8999996185
1557449581994,31.9799995422
1557449612084,31.9899997711
1557449642218,31.9799995422
1557449672238,31.9500007629
1557449702333,31.9200000763
1557449732415,31.9799995422
1557449762499,32.0699996948
1557449792565,32.0900001526
1557449822650,32.1899986267
1557449852730,32.4300003052
1557449882807,32.7200012207
1557449912898,32.8199996948
1557449942971,32.9500007629
1557449973071,33.0499992371
1557450003137,33.1399993896
1557450033219,33.2799987793
1557450063302,33.3600006104
1557450093396,33.6599998474
1557450123471,33.6599998474
1557450153567,33.5600013733
1557450183631,33.4900016785
1557450213719,33.4000015259
1557450243802,33.3199996948
1557450273891,33.2799987793
1557450303973,33.2400016785
1557450334055,33.0699996948
1557450364120,32.9399986267
1557450394202,32.7400016785
1557450424306,32.6599998474
1557450454382,32.6300010681
1557450484453,32.5200004578
1557450514547,32.2799987793
1557450544632,32
1557450574706,31.3999996185
1557450604776,31.4799995422
1557450634872,31.5900001526
1557450664940,31.7199993134
1557450695025,31.8500003815
1557450725122,31.9599990845
1557450755187,32.0099983215
1557450785280,32.0600013733
1557450815349,32.0699996948
1557450845440,32.0499992371
1557450875517,32.0299987793
1557450905598,32.0299987793
1557450935678,31.9799995422
1557450965793,31.8600006104
1557450995849,31.7600002289
1557451025918,31.75
1557451056011,31.7700004578
1557451086121,31.8099994659
1557451116181,31.8299999237
1557451146251,31.8600006104
1557451176342,31.8600006104
1557451206437,31.8500003815
1557451236502,31.7800006866
1557451266599,31.7000007629
1557451296660,31.6399993896
1557451326765,31.5699996948
1557451356827,31.5
1557451386933,31.4300003052
1557451416997,31.3500003815
1557451447078,31.2800006866
1557451477159,31.25
1557451507238,31.2700004578
1557451530687,31.2700004578
1557451537328,31.25
1557451567406,31.2999992371
1557451597486,31.3299999237
1557451627572,31.3700008392
1557451657651,31.4300003052
1557451687728,31.4400005341
1557451717815,31.4799995422
1557451747901,31.5
1557451778020,31.4899997711
1557451808054,31.5100002289
1557451838158,31.5499992371
1557451868219,31.5900001526
1557451898317,31.5699996948
1557451928339,31.5300006866
1557451958468,31.6499996185
1557451988568,31.6700000763
1557452018634,31.6700000763
1557452048725,31.6700000763
1557452078796,31.6299991608
1557452108905,31.6299991608
1557452138975,31.7600002289
1557452169043,31.8099994659
1557452199132,31.8700008392
1557452229218,31.9599990845
1557452259287,32.0299987793
1557452289375,32.1100006104
1557452319468,32.2000007629
1557452349542,32.3100013733
1557452379624,32.3899993896
1557452409703,32.4300003052
1557452439793,32.4700012207
1557452469880,32.4900016785
1557452499939,32.5400009155
1557452530034,32.5800018311
1557452560119,32.6100006104
1557452590186,32.6300010681
1557452620283,32.5999984741
1557452650354,32.5800018311
1557452680451,32.5400009155
1557452710540,32.4500007629
1557452740597,32.4700012207
1557452770676,32.4000015259
1557452800774,32.4199981689
1557452830865,32.5200004578
1557452860928,32.5499992371
1557452891006,32.5999984741
1557452921094,32.6100006104
1557452951190,32.6300010681
1557452981271,32.7099990845
1557453011333,32.7599983215
1557453041427,32.8199996948
1557453071520,32.8400001526
1557453101596,32.8699989319
1557453131664,32.8899993896
1557453161746,32.9300003052
1557453191825,32.9799995422
1557453221910,33
1557453252009,33.0099983215
1557453282090,33.0200004578
1557453312170,33.0699996948
1557453342257,33.0999984741
1557453372316,33.1599998474
1557453402419,33.2200012207
1557453432496,33.2799987793
1557453462567,33.3100013733
1557453492657,33.3199996948
1557453522728,33.3600006104
1557453552814,33.4000015259
1557453582905,33.4500007629
1557453612993,33.4900016785
1557453643063,33.5200004578
1557453673152,33.5200004578
1557453703228,33.5600013733
1557453733318,33.5900001526
1557453763418,33.6300010681
1557453793466,33.6599998474
1557453823586,33.7099990845
1557453853646,33.75
1557453883714,33.7900009155
1557453913810,33.8100013733
1557453943899,33.8400001526
1557453973970,33.8499984741
1557454004068,33.8699989319
1557454034141,33.9000015259
1557454064220,33.9000015259
1557454094288,33.9399986267
1557454124379,33.9599990845
1557454154447,33.9900016785
1557454184540,33.9900016785
1557454214617,34.0099983215
1557454244701,34.0200004578
1557454274801,34.0400009155
1557454304863,34.0600013733
1557454334951,34.0900001526
1557454365023,34.1100006104
1557454395109,34.1399993896
1557454425193,34.1800003052
1557454455285,34.2099990845
1557454485370,34.2400016785
1557454515456,34.2700004578
1557454545515,34.2900009155
1557454575603,34.3100013733
1557454605701,34.3600006104
1557454635775,34.3699989319
1557454665858,34.3800010681
1557454695942,34.3699989319
1557454726018,34.3699989319
1557454756289,34.3800010681
1557454786373,34.4000015259
1557454816470,34.4000015259
1557454846559,34.4000015259
1557454876632,34.4000015259
