timestamp,Temperature
1557363411776,30.5200004578
1557363417604,30.8700008392
1557363447677,31.0499992371
1557363477754,31.2999992371
1557363507837,31.3899993896
1557363537922,31.4599990845
1557363568022,31.4799995422
1557363598098,31.5300006866
1557363628163,31.5100002289
1557363658745,31.4799995422
1557363688832,31.4300003052
1557363718932,31.3299999237
1557363748981,31.2600002289
1557363779068,31.0599994659
1557363809154,30.9400005341
1557363839242,31.0400009155
1557363869298,31.1399993896
1557363899406,31.2800006866
1557363929510,31.4799995422
1557363959580,31.8799991608
1557363989627,32.1199989319
1557364019731,31.9099998474
1557364049793,31.7199993134
1557364079891,31.4799995422
1557364109955,31.2900009155
1557364140055,31.1499996185
1557364170133,31.0900001526
1557364200209,31.1100006104
1557364230301,30.8099994659
1557364260369,30.9699993134
1557364290447,31.0200004578
1557364320537,31.0900001526
1557364350621,31.1100006104
1557364380713,31.1100006104
1557364410796,31.1599998474
1557364440870,31.0900001526
1557364470940,31.0900001526
1557364501019,31.1000003815
1557364531111,31.1499996185
1557364561190,31.2199993134
1557364591281,31.2199993134
1557364621352,31.2800006866
1557364651437,31.3700008392
1557364681533,31.3999996185
1557364711599,31.4599990845
1557364741687,31.5
1557364771761,31.5400009155
1557364801848,31.5699996948
1557364831922,31.6499996185
1557364862016,31.6599998474
1557364892103,31.6599998474
1557364922165,31.7800006866
1557364952252,31.7099990845
1557364982331,31.5200004578
1557365012429,31.5400009155
1557365042502,31.6100006104
1557365072596,31.6499996185
1557365102659,31.5900001526
1557365132754,31.5200004578
1557365162829,31.4799995422
1557365192928,31.4300003052
1557365222986,31.3999996185
1557365253086,31.4099998474
1557365283147,31.3799991608
1557365313236,31.3500003815
1557365343325,31.1700000763
1557365373401,31.0900001526
1557365403503,31.1299991608
1557365433563,31.2399997711
1557365463663,31.3500003815
1557365493744,31.4200000763
1557365523824,31.4699993134
1557365553897,31.5400009155
1557365583974,31.6000003815
1557365614073,31.6499996185
1557365644166,31.7900009155
1557365674233,31.9400005341
1557365704311,32.0900001526
1557365734395,32.25
1557365764471,32.2900009155
1557365794551,32.4000015259
1557365824644,32.4700012207
1557365854722,32.5499992371
1557365884809,32.6199989319
1557365914876,32.7099990845
1557365944960,32.7299995422
1557365975040,32.6599998474
1557366005115,32.4199981689
1557366035205,32.1599998474
1557366065300,32.0299987793
1557366095367,31.7800006866
1557366125465,31.5699996948
1557366155523,31.3999996185
1557366185634,31.5200004578
1557366215730,31.9599990845
1557366245812,32.3800010681
1557366275885,32.7599983215
1557366305932,33.2099990845
1557366336028,33.6599998474
1557366366109,33.9900016785
1557366396179,34.3100013733
1557366426258,34.4900016785
1557366456362,34.6500015259
1557366486429,34.7700004578
1557366516516,35.0200004578
1557366546610,35
1557366576670,35.2999992371
1557366606755,35.5400009155
1557366636848,35.4599990845
1557366666937,35.6399993896
1557366697005,35.6899986267
1557366727099,35.3199996948
1557366757195,35.2299995422
1557366787258,35.0900001526
1557366817339,34.9500007629
1557366847427,34.8400001526
1557366877492,34.7200012207
1557366907589,34.6500015259
1557366937670,34.5900001526
1557366967758,34.4900016785
