timestamp,Temperature
1557796040734,30.7099990845
1557796060592,31.25
1557796090719,31.2900009155
1557796120792,31.5200004578
1557796150879,31.5200004578
1557796180969,31.5599994659
1557796211059,31.6100006104
1557796241133,31.5699996948
1557796271208,31.6000003815
1557796301299,31.6200008392
1557796331372,31.6200008392
1557796361470,31.6399993896
1557796391545,31.6399993896
1557796421632,31.6700000763
1557796451699,31.6200008392
1557796481783,31.6700000763
1557796511861,31.7099990845
1557796541938,31.7099990845
1557796572027,31.75
1557796602126,31.7600002289
1557796632195,31.7700004578
1557796662353,31.8899993896
1557796692364,31.7999992371
1557796722436,31.75
1557796752518,31.8500003815
1557796782619,31.6700000763
1557796812682,31.9599990845
1557796842781,31.9799995422
1557796872854,32.0200004578
1557796902925,31.9599990845
1557796933017,31.8400001526
1557796963098,31.6200008392
1557796993189,31.3400001526
1557797023266,31.1200008392
1557797053362,31.1000003815
1557797083430,31.0499992371
1557797113500,31.0799999237
1557797143595,31.1499996185
1557797173676,31.2700004578
1557797203764,31.3899993896
1557797233844,31.4500007629
1557797263932,31.5499992371
1557797294010,31.6700000763
1557797324098,31.7999992371
1557797354183,31.8799991608
1557797384248,31.9899997711
1557797414338,32.0999984741
1557797444395,32.2400016785
1557797474492,32.3400001526
1557797504574,32.3899993896
1557797534665,32.3899993896
1557797564738,32.5099983215
1557797594806,32.5699996948
1557797624894,32.6800003052
1557797654988,32.8400001526
1557797685072,32.9799995422
1557797715146,33.2200012207
1557797745239,33.2200012207
1557797775297,33.3100013733
1557797805394,33.4599990845
1557797835471,33.5299987793
1557797865558,33.4300003052
1557797895647,33.2299995422
1557797925720,32.9300003052
1557797955813,32.5900001526
1557797985889,32.1300010681
1557798015960,31.9300003052
1557798046035,31.5
1557798076134,31.5499992371
1557798106263,31.4899997711
1557798136306,31.5300006866
1557798166377,31.7700004578
1557798196447,31.8400001526
1557798226531,31.9300003052
1557798256614,32.0600013733
1557798286693,32.2999992371
1557798316794,32.3899993896
1557798346868,32.6300010681
1557798376944,32.6300010681
1557798407042,32.7200012207
1557798437117,32.6899986267
1557798467197,32.8100013733
1557798497282,32.9799995422
1557798527357,33.1199989319
1557798557450,33.0999984741
1557798587529,33
1557798617608,33.0200004578
1557798647696,33.0800018311
1557798677764,33.0900001526
1557798707852,33.0999984741
1557798737939,33.1899986267
1557798768025,33.3300018311
1557798798098,33.4599990845
1557798828187,33.4799995422
1557798858302,33.4500007629
1557798888337,33.4599990845
1557798918435,33.4099998474
1557798948499,33.4199981689
1557798978586,33.2299995422
1557799008674,33.2299995422
1557799038771,33.2099990845
1557799068827,33.1899986267
1557799098924,33.1899986267
1557799129003,33.2099990845
1557799159082,33.2099990845
1557799189165,33.2000007629
1557799219255,33.1899986267
1557799249324,33.1699981689
1557799279405,33.1699981689
1557799309495,33.1899986267
1557799339586,33.1899986267
1557799369649,33.1500015259
1557799399731,33.1899986267
1557799429815,33.2099990845
1557799459892,33.2299995422
1557799489988,33.2799987793
1557799520063,33.3300018311
1557799550139,33.3699989319
1557799580219,33.3899993896
1557799610319,33.3899993896
1557799640402,33.3699989319
1557799670484,33.3300018311
1557799700547,33.3199996948
1557799730635,33.3100013733
1557799760732,33.2900009155
1557799790797,33.2900009155
1557799820885,33.2299995422
1557799850973,33.2200012207
1557799881055,33.2400016785
1557799911139,33.2299995422
1557799941207,33.2200012207
