timestamp,status,temperature,level,plugged
1557705745382,DISCHARGING,302,97.0,UNDEFINED
1557705835889,DISCHARGING,298,96.0,UNDEFINED
1557705896012,DISCHARGING,306,96.0,UNDEFINED
1557705926078,DISCHARGING,309,96.0,UNDEFINED
1557705956252,DISCHARGING,312,96.0,UNDEFINED
1557706076734,DISCHARGING,303,95.0,UNDEFINED
1557706317602,DISCHARGING,307,94.0,UNDEFINED
1557706558364,DISCHARGING,311,93.0,UNDEFINED
1557706648715,DISCHARGING,315,93.0,UNDEFINED
1557706769165,DISCHARGING,317,92.0,UNDEFINED
1557706979992,DISCHARGING,325,91.0,UNDEFINED
1557707281008,DISCHARGING,326,90.0,UNDEFINED
1557707521892,DISCHARGING,330,89.0,UNDEFINED
1557707732655,DISCHARGING,341,88.0,UNDEFINED
1557707883232,DISCHARGING,336,88.0,UNDEFINED
1557707913332,DISCHARGING,336,88.0,UNDEFINED
1557708003671,DISCHARGING,334,87.0,UNDEFINED
1557708214475,DISCHARGING,341,86.0,UNDEFINED
1557708545711,DISCHARGING,338,85.0,UNDEFINED
1557708605891,DISCHARGING,330,85.0,UNDEFINED
1557708636040,DISCHARGING,331,85.0,UNDEFINED
1557708786511,DISCHARGING,332,84.0,UNDEFINED
1557709087622,DISCHARGING,329,83.0,UNDEFINED
1557709268276,DISCHARGING,342,83.0,UNDEFINED
1557709328523,DISCHARGING,348,82.0,UNDEFINED
1557709388916,DISCHARGING,349,82.0,UNDEFINED
1557709418854,DISCHARGING,351,82.0,UNDEFINED
1557709569441,DISCHARGING,344,81.0,UNDEFINED
1557709629657,DISCHARGING,347,81.0,UNDEFINED
1557709659807,DISCHARGING,349,81.0,UNDEFINED
1557709870629,DISCHARGING,350,80.0,UNDEFINED
1557709900758,DISCHARGING,352,80.0,UNDEFINED
1557709960993,DISCHARGING,351,80.0,UNDEFINED
1557710021170,DISCHARGING,349,79.0,UNDEFINED
1557710051277,DISCHARGING,345,79.0,UNDEFINED
1557710231936,DISCHARGING,344,78.0,UNDEFINED
1557710294484,CHARGING,344,78.0,AC
1557710296249,CHARGING,344,78.0,AC
1557710306354,CHARGING,346,78.0,AC
1557710316589,CHARGING,348,79.0,AC
1557710326616,CHARGING,350,79.0,AC
1557710326948,CHARGING,350,79.0,AC
1557710337024,CHARGING,352,79.0,AC
