timestamp,CaloriesToday,Calories
1557646660329,1213,22879
1557646661333,1213,22879
1557646662363,1213,22879
1557646663391,1213,22879
1557646664403,1213,22879
1557646665432,1213,22879
1557646666471,1213,22879
1557646667490,1213,22879
1557646668503,1213,22879
1557646669533,1213,22879
1557646670564,1213,22879
1557646671574,1213,22879
1557646672609,1213,22879
1557646673617,1214,22879
1557646674690,1214,22879
1557646675675,1214,22879
1557646676705,1214,22879
1557646677768,1214,22879
1557646678779,1214,22879
1557646679759,1214,22879
1557646680844,1214,22879
1557646681818,1214,22879
1557646682848,1214,22879
1557646683860,1214,22879
1557646684891,1214,22879
1557646685918,1214,22879
1557646686949,1214,22879
1557646687979,1214,22879
1557646688974,1214,22879
1557646690002,1214,22879
1557646691034,1214,22879
1557646692113,1214,22879
1557646693091,1214,22879
1557646694103,1214,22879
1557646695132,1214,22879
1557646696168,1215,22879
1557646697189,1215,22879
1557646698204,1215,22879
1557646699241,1215,22880
1557646700244,1215,22880
1557646701274,1215,22880
1557646702307,1215,22880
1557646703376,1215,22880
1557646704346,1215,22880
1557646705377,1215,22880
1557646706438,1215,22880
1557646707417,1215,22880
1557646708447,1215,22880
1557646709477,1215,22880
1557646710489,1215,22880
1557646711519,1215,22880
1557646712554,1215,22880
1557646713560,1215,22880
1557646714589,1215,22880
1557646715619,1215,22880
1557646716632,1215,22880
1557646717702,1215,22880
1557646718689,1215,22880
1557646719703,1215,22880
1557646720735,1215,22880
1557646721772,1215,22880
1557646722774,1215,22880
1557646723803,1215,22880
1557646724835,1215,22880
1557646725846,1215,22880
1557646726876,1215,22880
1557646727904,1215,22880
1557646728967,1215,22880
1557646729948,1215,22880
1557646730976,1215,22880
1557646732049,1215,22880
1557646733034,1215,22880
1557646734063,1215,22880
1557646735060,1215,22880
1557646736128,1215,22880
1557646737119,1215,22880
1557646738147,1215,22880
1557646739177,1215,22880
1557646740199,1215,22880
1557646741219,1215,22880
1557646742249,1215,22880
1557646743309,1215,22880
1557646744292,1216,22880
1557646745309,1216,22880
1557646746331,1216,22880
1557646747413,1216,22881
1557646748391,1216,22881
1557646749434,1216,22881
1557646750451,1216,22881
1557646751461,1216,22881
1557646752515,1216,22881
1557646753505,1216,22881
1557646754571,1216,22881
1557646755564,1216,22881
1557646756576,1216,22881
1557646757638,1216,22881
1557646758638,1216,22881
1557646759648,1216,22881
1557646760676,1216,22881
1557646761761,1216,22881
1557646762719,1216,22881
1557646763747,1216,22881
1557646764778,1216,22881
1557646765790,1216,22881
1557646766818,1216,22881
1557646767849,1216,22881
1557646768894,1216,22881
1557646769890,1216,22881
1557646770919,1216,22881
1557646771933,1216,22881
1557646772965,1216,22881
1557646773991,1216,22881
1557646775018,1216,22881
1557646776031,1216,22881
1557646777062,1216,22881
1557646778075,1216,22881
1557646779102,1216,22881
1557646780148,1216,22881
1557646781161,1216,22881
1557646782186,1216,22881
1557646783258,1216,22881
1557646784237,1216,22881
1557646785262,1216,22881
1557646786292,1216,22881
1557646787405,1216,22881
