timestamp,Temperature
1557456567227,29.5900001526
1557456593483,30.1299991608
1557456623544,30.2600002289
1557456653627,30.5200004578
1557456683724,30.4300003052
1557456713791,30.4400005341
1557456743881,30.5499992371
1557456773953,30.6200008392
1557456804053,30.6599998474
1557456834117,30.4899997711
1557456864200,30.5799999237
1557456894291,30.5499992371
1557456924369,30.5400009155
1557456954448,30.7700004578
1557456984525,30.7199993134
1557457014614,30.8299999237
1557457044699,31.0300006866
1557457074778,31.2800006866
1557457104864,31.3199996948
1557457134958,31.4099998474
1557457165038,31.4400005341
1557457195107,31.5100002289
1557457225191,31.6599998474
1557457255263,31.8600006104
1557457285349,32.1199989319
1557457315427,32.0699996948
1557457345515,32.1599998474
1557457375601,32.2400016785
1557457405691,32.2599983215
1557457435777,32.3100013733
1557457465851,32.3400001526
1557457495974,32.3800010681
1557457526050,32.4799995422
1557457556096,32.5200004578
1557457586197,32.5099983215
1557457616302,32.4000015259
1557457646338,32.2900009155
1557457676420,32.2200012207
1557457706512,32.2000007629
1557457736587,32.25
1557457766657,32.3800010681
1557457796763,32.3400001526
1557457826863,32.2900009155
1557457856909,32.2299995422
1557457887004,32.1500015259
1557457917089,32.2400016785
1557457947150,32.2000007629
1557457977249,32.0999984741
1557458007253,32.0999984741
1557458037405,31.9200000763
1557458067486,31.8600006104
1557458097665,31.5300006866
1557458127665,31.3500003815
1557458157746,31.1599998474
1557458187821,31.0300006866
1557458217895,31.1599998474
1557458247982,31.1900005341
1557458278051,31.0599994659
1557458308138,31.2000007629
1557458338217,31.25
1557458368349,31.2900009155
1557458398376,31.2700004578
1557458428465,31.2700004578
1557458458573,31.3600006104
1557458488648,31.3999996185
1557458518704,31.4200000763
1557458548815,31.5100002289
1557458578872,31.6100006104
1557458609063,31.5499992371
1557458639103,31.5499992371
1557458669125,31.6399993896
1557458699196,31.6599998474
1557458729386,31.6800003052
1557458759381,31.6800003052
1557458789511,31.7199993134
1557458819532,31.7199993134
1557458849607,31.75
1557458879700,31.7900009155
1557458909781,31.8799991608
1557458939879,31.8799991608
1557458969951,31.8899993896
1557459000035,31.9200000763
1557459030103,31.9599990845
1557459060187,31.9899997711
1557459090263,31.9599990845
1557459120349,31.9599990845
1557459150437,31.9699993134
1557459180515,31.9899997711
1557459210611,31.9200000763
1557459240676,32.0400009155
1557459270756,32
1557459300835,32.1800003052
1557459330935,32.0499992371
1557459361016,32.0200004578
1557459391107,32
1557459421161,31.9500007629
1557459451256,31.9400005341
1557459481331,32.2799987793
1557459511422,32.25
1557459541533,32.7200012207
1557459571584,32.7299995422
1557459601659,32.4900016785
1557459631742,32.3499984741
1557459661821,32.3899993896
1557459691902,32.6699981689
1557459721997,32.7099990845
1557459752077,32.7799987793
1557459782169,32.7799987793
1557459812239,32.8600006104
1557459842312,32.9300003052
1557459872415,33.0900001526
1557459902476,33.1500015259
1557459932557,33.1899986267
1557459962680,33.1899986267
1557459992720,33.0400009155
1557460022759,33.0699996948
1557460052904,33.1100006104
1557460082982,33
