timestamp,status,temperature,level,plugged
1557619326985,DISCHARGING,230,86.0,UNDEFINED
1557619341658,DISCHARGING,230,85.0,UNDEFINED
1557619927507,DISCHARGING,230,85.0,UNDEFINED
1557620527906,DISCHARGING,230,85.0,UNDEFINED
1557621127546,DISCHARGING,230,85.0,UNDEFINED
1557621727932,DISCHARGING,230,85.0,UNDEFINED
1557622296762,DISCHARGING,230,84.0,UNDEFINED
1557622327894,DISCHARGING,230,84.0,UNDEFINED
1557622927513,DISCHARGING,230,84.0,UNDEFINED
1557623527518,DISCHARGING,230,84.0,UNDEFINED
1557624127526,DISCHARGING,230,84.0,UNDEFINED
1557624360529,DISCHARGING,230,83.0,UNDEFINED
1557624727512,DISCHARGING,230,83.0,UNDEFINED
1557625327937,DISCHARGING,230,83.0,UNDEFINED
1557625927919,DISCHARGING,230,83.0,UNDEFINED
1557626527878,DISCHARGING,230,83.0,UNDEFINED
1557627127666,DISCHARGING,230,83.0,UNDEFINED
1557627727679,DISCHARGING,230,83.0,UNDEFINED
1557627900502,DISCHARGING,230,82.0,UNDEFINED
1557628327661,DISCHARGING,248,82.0,UNDEFINED
1557628516878,DISCHARGING,264,82.0,UNDEFINED
1557628596770,DISCHARGING,264,82.0,UNDEFINED
1557628637786,DISCHARGING,280,82.0,UNDEFINED
1557628736558,DISCHARGING,288,81.0,UNDEFINED
1557628927247,DISCHARGING,296,81.0,UNDEFINED
1557628988076,DISCHARGING,304,81.0,UNDEFINED
1557628989531,DISCHARGING,296,81.0,UNDEFINED
1557629003674,DISCHARGING,304,80.0,UNDEFINED
1557629129406,DISCHARGING,304,80.0,UNDEFINED
1557629392782,DISCHARGING,312,80.0,UNDEFINED
1557629394081,DISCHARGING,312,79.0,UNDEFINED
1557629398385,DISCHARGING,312,79.0,UNDEFINED
1557629405468,DISCHARGING,312,79.0,UNDEFINED
1557629519010,DISCHARGING,312,79.0,UNDEFINED
1557629527273,DISCHARGING,312,79.0,UNDEFINED
1557629606298,DISCHARGING,312,79.0,UNDEFINED
1557629666349,DISCHARGING,312,79.0,UNDEFINED
1557629699090,DISCHARGING,312,78.0,UNDEFINED
1557629801707,DISCHARGING,320,78.0,UNDEFINED
1557629852582,DISCHARGING,320,78.0,UNDEFINED
1557629866306,DISCHARGING,320,78.0,UNDEFINED
1557630053211,DISCHARGING,320,78.0,UNDEFINED
1557630113307,DISCHARGING,320,77.0,UNDEFINED
1557630127258,DISCHARGING,320,77.0,UNDEFINED
1557630289755,DISCHARGING,320,77.0,UNDEFINED
1557630428675,DISCHARGING,320,76.0,UNDEFINED
1557630661759,DISCHARGING,327,75.0,UNDEFINED
1557630721770,DISCHARGING,327,75.0,UNDEFINED
1557630727227,DISCHARGING,327,75.0,UNDEFINED
1557631021802,DISCHARGING,327,75.0,UNDEFINED
1557631056701,DISCHARGING,327,74.0,UNDEFINED
1557631214430,DISCHARGING,327,74.0,UNDEFINED
1557631274537,DISCHARGING,327,74.0,UNDEFINED
1557631296839,DISCHARGING,327,73.0,UNDEFINED
1557631327441,DISCHARGING,320,73.0,UNDEFINED
1557631387461,DISCHARGING,320,73.0,UNDEFINED
1557631564224,DISCHARGING,320,72.0,UNDEFINED
1557631590554,DISCHARGING,327,72.0,UNDEFINED
1557631595329,DISCHARGING,320,72.0,UNDEFINED
1557631727841,DISCHARGING,327,72.0,UNDEFINED
1557631881159,DISCHARGING,320,72.0,UNDEFINED
1557631925183,DISCHARGING,327,71.0,UNDEFINED
1557631927410,DISCHARGING,327,71.0,UNDEFINED
1557632077485,DISCHARGING,327,71.0,UNDEFINED
1557632129963,DISCHARGING,327,71.0,UNDEFINED
1557632141579,DISCHARGING,327,71.0,UNDEFINED
1557632165822,DISCHARGING,327,70.0,UNDEFINED
1557632223084,DISCHARGING,320,70.0,UNDEFINED
1557632228091,DISCHARGING,320,70.0,UNDEFINED
1557632300895,DISCHARGING,320,70.0,UNDEFINED
1557632301484,DISCHARGING,320,70.0,UNDEFINED
1557632375609,DISCHARGING,320,70.0,UNDEFINED
1557632389541,DISCHARGING,320,70.0,UNDEFINED
1557632491031,DISCHARGING,304,70.0,UNDEFINED
1557632527862,DISCHARGING,296,70.0,UNDEFINED
1557632625170,DISCHARGING,280,70.0,UNDEFINED
1557632814601,DISCHARGING,264,70.0,UNDEFINED
1557633127840,DISCHARGING,256,70.0,UNDEFINED
1557633266060,DISCHARGING,248,70.0,UNDEFINED
1557633291604,DISCHARGING,248,70.0,UNDEFINED
1557633317405,DISCHARGING,248,70.0,UNDEFINED
1557633338987,DISCHARGING,248,70.0,UNDEFINED
1557633353902,DISCHARGING,256,70.0,UNDEFINED
1557633358296,DISCHARGING,256,70.0,UNDEFINED
1557633401374,DISCHARGING,264,70.0,UNDEFINED
1557633417896,DISCHARGING,264,70.0,UNDEFINED
1557633478897,DISCHARGING,264,70.0,UNDEFINED
1557633628569,DISCHARGING,256,69.0,UNDEFINED
1557633696548,DISCHARGING,256,69.0,UNDEFINED
1557633727447,DISCHARGING,264,69.0,UNDEFINED
1557633728785,DISCHARGING,264,69.0,UNDEFINED
1557633765350,DISCHARGING,264,69.0,UNDEFINED
