timestamp,CaloriesToday,Calories
1557539857956,737,12791
1557539858948,737,12791
1557539859980,737,12791
1557539861046,737,12791
1557539862042,737,12791
1557539863079,737,12791
1557539864093,737,12791
1557539865143,737,12791
1557539866146,737,12791
1557539867159,737,12791
1557539868181,737,12791
1557539869190,737,12791
1557539870220,737,12791
1557539871240,737,12791
1557539872278,737,12791
1557539873315,737,12791
1557539874330,737,12791
1557539875340,737,12791
1557539876369,737,12791
1557539877405,737,12791
1557539878429,737,12792
1557539879434,737,12792
1557539880464,737,12792
1557539881506,737,12792
1557539882516,737,12792
1557539883535,737,12792
1557539884609,737,12792
1557539885660,737,12792
1557539886612,737,12792
1557539887653,737,12792
1557539888662,737,12792
1557539889702,737,12792
1557539890695,737,12792
1557539891734,737,12792
1557539892759,737,12792
1557539893798,737,12792
1557539894796,737,12792
1557539895843,737,12792
1557539896859,737,12792
1557539897863,737,12792
1557539898895,737,12792
1557539899945,737,12792
1557539900946,737,12792
1557539901974,737,12792
1557539903006,737,12792
1557539904010,737,12792
1557539905044,737,12792
1557539906077,737,12792
1557539907078,737,12792
1557539908136,737,12792
1557539909139,737,12792
1557539910176,737,12792
1557539911195,738,12792
1557539912206,738,12792
1557539913235,738,12792
1557539914249,738,12792
1557539915284,738,12792
1557539916307,738,12792
1557539917329,738,12792
1557539918360,738,12792
1557539919371,738,12792
1557539920402,738,12792
1557539921432,738,12792
1557539922443,738,12792
1557539923481,738,12792
1557539924504,738,12792
1557539925504,738,12792
1557539926535,738,12793
1557539927646,738,12793
1557539928577,738,12793
1557539929613,738,12793
1557539930651,738,12793
1557539931756,738,12793
1557539932709,738,12793
1557539933713,738,12793
1557539934743,738,12793
1557539935803,738,12793
1557539936787,738,12793
1557539937798,738,12793
1557539938826,738,12793
1557539939851,738,12793
1557539940866,738,12793
1557539941909,738,12793
1557539942932,739,12793
1557539943944,739,12793
1557539944978,739,12793
1557539945995,739,12793
1557539947035,739,12793
1557539948033,739,12793
1557539949076,739,12793
1557539950105,739,12793
1557539951122,739,12793
1557539952141,739,12794
1557539953162,739,12794
1557539954221,739,12794
1557539955238,739,12794
1557539956243,739,12794
1557539957275,739,12794
1557539958299,739,12794
1557539959325,739,12794
1557539960347,739,12794
1557539961401,739,12794
1557539962369,739,12794
1557539963389,739,12794
1557539964422,739,12794
1557539965515,739,12794
1557539966506,739,12794
1557539967514,739,12794
1557539968541,739,12794
1557539969561,739,12794
1557539970578,739,12794
1557539971608,739,12794
1557539972672,739,12794
1557539973665,739,12794
1557539974681,739,12794
1557539975788,739,12794
1557539976763,739,12794
1557539977754,739,12794
1557539978764,740,12795
1557539979882,740,12795
1557539980815,740,12795
1557539981840,740,12795
1557539982879,740,12795
1557539983899,740,12795
1557539984909,740,12795
1557539985920,740,12795
1557539986954,740,12795
1557539987975,740,12795
1557539988998,740,12795
1557539990023,740,12795
1557539991059,740,12795
1557539992111,740,12795
1557539993105,740,12795
1557539994138,740,12795
1557539995151,740,12795
1557539996176,740,12795
1557539997188,740,12795
1557539998238,740,12795
1557539999241,740,12795
1557540000275,740,12795
1557540001293,740,12795
1557540002311,740,12795
1557540003334,740,12795
1557540004361,740,12795
1557540005380,740,12795
1557540006406,740,12795
1557540007435,740,12795
1557540008451,740,12795
1557540009479,740,12795
1557540010516,740,12795
1557540011535,740,12795
1557540012564,740,12795
1557540013593,740,12795
1557540014625,740,12795
1557540015652,740,12795
1557540016656,740,12795
1557540017690,740,12795
1557540018722,740,12795
1557540019745,740,12795
1557540020752,740,12795
1557540021778,740,12795
1557540022813,740,12795
1557540023825,740,12795
1557540024867,740,12795
1557540025878,740,12795
1557540026900,740,12795
1557540027928,740,12795
1557540028949,740,12795
1557540029968,740,12795
1557540030999,740,12795
1557540032030,740,12795
1557540033044,740,12796
1557540034069,740,12796
1557540035092,740,12796
1557540036110,740,12796
1557540037147,740,12796
1557540038173,740,12796
1557540039202,740,12796
1557540040216,740,12796
1557540041240,740,12796
1557540042267,740,12796
1557540043308,740,12796
1557540044338,740,12796
1557540045342,740,12796
1557540046388,740,12796
1557540047393,740,12796
1557540048419,740,12796
1557540049455,740,12796
1557540050473,740,12796
1557540051511,740,12796
1557540052548,740,12796
1557540053549,740,12796
1557540054565,740,12796
1557540055608,741,12796
1557540056639,741,12796
1557540057645,741,12796
1557540058682,741,12796
1557540059707,741,12796
1557540060711,741,12796
1557540061749,741,12796
1557540062788,741,12796
1557540063786,741,12796
1557540064810,741,12796
1557540065836,741,12796
1557540066862,741,12796
1557540067898,741,12796
1557540068934,741,12796
1557540069962,741,12796
1557540070956,741,12796
1557540071991,741,12796
1557540073016,741,12796
1557540074056,741,12796
1557540075070,741,12796
1557540076074,741,12796
1557540077178,741,12796
1557540078167,741,12796
1557540079198,741,12796
1557540080222,741,12796
1557540081217,741,12796
1557540082248,741,12796
1557540083261,741,12796
1557540084306,741,12796
1557540085296,741,12796
1557540086345,741,12796
1557540087373,741,12796
1557540088386,741,12796
1557540089398,741,12796
1557540090439,741,12796
1557540091482,741,12796
1557540092484,741,12796
1557540093510,741,12796
1557540094527,741,12796
1557540095543,741,12796
1557540096573,741,12796
1557540097600,741,12797
1557540098629,741,12797
1557540099659,741,12797
1557540100655,741,12797
1557540101685,741,12797
1557540102718,741,12797
1557540103751,741,12797
1557540104771,741,12797
1557540105820,741,12797
1557540106839,741,12797
1557540107842,741,12797
1557540108873,741,12797
1557540109884,741,12797
1557540110923,741,12797
1557540111942,741,12797
1557540112973,741,12797
1557540113985,741,12797
1557540115018,741,12797
1557540116035,741,12797
1557540117068,741,12797
1557540118101,741,12797
1557540119120,741,12797
1557540120159,742,12797
1557540121160,742,12797
1557540122174,742,12797
1557540123201,742,12797
1557540124241,742,12797
1557540125265,742,12797
1557540126286,742,12797
1557540127311,742,12797
1557540128328,742,12797
1557540129356,742,12797
1557540130380,742,12797
1557540131416,742,12797
1557540132444,742,12797
1557540133456,742,12797
1557540134474,742,12797
1557540135523,742,12797
1557540136871,742,12797
1557540137541,742,12797
1557540138585,742,12797
1557540139592,742,12797
1557540140620,742,12797
1557540141671,742,12797
1557540142683,742,12797
1557540143699,742,12797
1557540144720,742,12797
1557540145727,742,12797
1557540146756,742,12797
1557540147790,742,12797
1557540148832,742,12797
1557540149847,742,12797
1557540150872,742,12797
1557540151890,742,12797
1557540152902,742,12797
1557540153935,742,12797
1557540154958,742,12797
1557540155978,742,12797
1557540157128,742,12797
1557540158031,742,12797
1557540159040,742,12797
1557540160094,742,12797
1557540161110,742,12797
1557540162122,742,12798
1557540163141,742,12798
1557540164186,742,12798
1557540165184,742,12798
1557540166230,742,12798
1557540167257,742,12798
1557540168263,742,12798
1557540169290,742,12798
1557540170322,742,12798
1557540171543,742,12798
1557540172361,742,12798
1557540173386,742,12798
1557540174431,742,12798
1557540175439,742,12798
1557540176461,742,12798
1557540177475,742,12798
1557540178500,742,12798
1557540179540,742,12798
1557540180561,742,12798
1557540181607,742,12798
1557540182607,742,12798
1557540183625,742,12798
1557540184649,743,12798
1557540185685,743,12798
1557540186752,743,12798
1557540187733,743,12798
1557540188745,743,12798
1557540189772,743,12798
1557540190789,743,12798
1557540191817,743,12798
1557540192846,743,12798
1557540193871,743,12798
1557540194906,743,12798
1557540195931,743,12798
1557540196951,743,12798
1557540197962,743,12798
1557540199000,743,12798
1557540200001,743,12798
1557540201031,743,12798
1557540202073,743,12798
1557540203090,743,12798
1557540204127,743,12798
1557540205139,743,12798
1557540206153,743,12798
1557540207177,743,12798
1557540208217,743,12798
1557540209248,743,12798
1557540210278,743,12798
1557540211405,743,12798
1557540212320,743,12798
1557540213320,743,12798
1557540214353,743,12798
1557540215395,743,12798
1557540216422,743,12798
1557540217424,743,12798
1557540218463,743,12798
1557540219474,743,12798
1557540220493,743,12798
1557540221689,743,12798
1557540222558,743,12798
1557540223563,743,12798
1557540224594,743,12798
1557540225622,743,12798
1557540226721,743,12799
1557540227669,743,12799
1557540228709,743,12799
1557540229705,743,12799
1557540230750,743,12799
1557540231870,743,12799
1557540232792,743,12799
1557540233816,743,12799
1557540234834,743,12799
1557540235858,743,12799
1557540237040,743,12799
1557540237908,743,12799
1557540238916,743,12799
1557540239964,743,12799
1557540240982,743,12799
1557540242028,743,12799
1557540243052,743,12799
1557540244053,743,12799
1557540245058,743,12799
1557540246092,743,12799
1557540247148,743,12799
1557540248148,743,12799
1557540249184,744,12799
1557540250221,744,12799
1557540251215,744,12799
1557540252233,744,12799
1557540253265,744,12799
1557540254299,744,12799
1557540255319,744,12799
1557540256412,744,12799
1557540257362,744,12799
1557540258397,744,12799
1557540259418,744,12799
1557540260452,744,12799
1557540261472,744,12799
1557540262500,744,12799
1557540263505,744,12799
1557540264545,744,12799
1557540265572,744,12799
1557540266661,744,12799
1557540267619,744,12799
1557540268651,744,12799
1557540269645,744,12799
1557540270680,744,12799
1557540271845,744,12799
1557540272730,744,12799
1557540273766,744,12799
1557540274793,744,12799
1557540275799,744,12799
1557540276830,744,12799
1557540277861,744,12799
1557540278880,744,12799
1557540279894,744,12799
1557540280927,744,12799
1557540281929,744,12799
1557540282964,744,12799
1557540283994,744,12799
1557540285034,744,12799
1557540286056,744,12799
1557540287061,744,12799
1557540288098,744,12799
1557540289104,744,12799
1557540290141,744,12799
1557540291173,744,12799
1557540292217,744,12800
1557540293230,744,12800
1557540294248,744,12800
1557540295261,744,12800
1557540296293,744,12800
1557540297303,744,12800
1557540298335,744,12800
1557540299368,744,12800
1557540300389,744,12800
1557540301406,744,12800
1557540302415,744,12800
1557540303448,744,12800
1557540304475,744,12800
1557540305520,744,12800
1557540306558,744,12800
1557540307560,744,12800
1557540308594,744,12800
1557540309589,744,12800
1557540310636,744,12800
1557540311697,744,12800
1557540312661,744,12800
1557540313706,744,12800
1557540314732,745,12800
1557540315735,745,12800
1557540316830,745,12800
1557540317801,745,12800
1557540318809,745,12800
1557540319850,745,12800
1557540320860,745,12800
1557540321896,745,12800
1557540322906,745,12800
1557540323942,745,12800
1557540324962,745,12800
1557540325984,745,12800
1557540327090,745,12800
1557540328024,745,12800
1557540329060,745,12800
1557540330083,745,12800
1557540331094,745,12800
1557540332137,745,12800
1557540333163,745,12800
1557540334159,745,12800
1557540335194,745,12800
1557540336225,745,12800
1557540337246,745,12800
1557540338267,745,12800
1557540339307,745,12800
1557540340302,745,12800
1557540341348,745,12800
1557540342367,745,12800
1557540343384,745,12800
1557540344411,745,12800
1557540345430,745,12800
1557540346468,745,12800
1557540347486,745,12800
1557540348515,745,12800
1557540349531,745,12800
1557540350558,745,12800
1557540351589,745,12800
1557540352612,745,12800
1557540353668,745,12800
1557540354647,745,12800
1557540355658,745,12800
1557540356705,745,12801
1557540357721,745,12801
1557540358756,745,12801
1557540359780,745,12801
1557540360814,745,12801
1557540361817,745,12801
1557540362841,745,12801
1557540363863,745,12801
1557540364908,745,12801
1557540365938,745,12801
1557540366951,745,12801
1557540367968,745,12801
1557540368974,745,12801
1557540370001,745,12801
1557540371208,745,12801
1557540372063,745,12801
1557540373093,745,12801
1557540374109,745,12801
1557540375149,745,12801
1557540376161,745,12801
1557540377193,745,12801
1557540378206,745,12801
1557540379241,746,12801
1557540380258,746,12801
1557540381289,746,12801
1557540382310,746,12801
1557540383318,746,12801
1557540384363,746,12801
1557540385382,746,12801
1557540386456,746,12801
1557540387424,746,12801
1557540388450,746,12801
1557540389470,746,12801
1557540390497,746,12801
1557540391509,746,12801
1557540392543,746,12801
1557540393579,746,12801
1557540394618,746,12801
1557540395618,746,12801
1557540396640,746,12801
1557540397678,746,12801
1557540398695,746,12801
1557540399705,746,12801
1557540400740,746,12801
1557540401747,746,12801
1557540402791,746,12801
1557540403826,746,12801
1557540404833,746,12801
1557540405857,746,12801
1557540406887,746,12801
1557540407890,746,12801
1557540408932,746,12801
1557540409988,746,12801
1557540410965,746,12801
1557540411995,746,12801
1557540413037,746,12801
1557540414039,746,12801
1557540415065,746,12801
1557540416301,746,12801
1557540417121,746,12801
1557540418158,746,12801
1557540419164,746,12801
1557540420191,746,12801
1557540421212,746,12802
1557540422238,746,12802
1557540423265,746,12802
1557540424296,746,12802
1557540425352,746,12802
1557540426406,746,12802
1557540427356,746,12802
1557540428380,746,12802
1557540429425,746,12802
1557540430458,746,12802
1557540431535,746,12802
1557540432482,746,12802
1557540433517,746,12802
1557540434534,746,12802
1557540435560,746,12802
1557540436584,746,12802
1557540437620,746,12802
1557540438637,746,12802
1557540439663,746,12802
1557540440680,746,12802
1557540441736,746,12802
1557540442719,746,12802
1557540443750,747,12802
1557540444763,747,12802
1557540445818,747,12802
1557540446833,747,12802
1557540447836,747,12802
1557540448869,747,12802
1557540449907,747,12802
1557540450909,747,12802
1557540451952,747,12802
1557540452986,747,12802
1557540453990,747,12802
1557540455007,747,12802
1557540456042,747,12802
1557540457052,747,12802
1557540458093,747,12802
1557540459115,747,12802
1557540460134,747,12802
1557540461147,747,12802
1557540462191,747,12802
1557540463226,747,12802
1557540464237,747,12802
1557540465309,747,12802
1557540466276,747,12802
1557540467305,747,12802
1557540468334,747,12802
1557540469350,747,12802
1557540470484,747,12802
1557540471393,747,12802
1557540472436,747,12802
1557540473466,747,12802
1557540474487,747,12802
1557540475504,747,12802
1557540476536,747,12802
1557540477568,747,12802
1557540478575,747,12802
1557540479594,747,12802
1557540480642,747,12802
1557540481641,747,12802
1557540482677,747,12802
1557540483696,747,12802
1557540484721,747,12802
1557540485852,747,12803
1557540486787,747,12803
1557540487792,747,12803
1557540488811,747,12803
1557540489839,747,12803
1557540490854,747,12803
1557540491907,747,12803
1557540492910,747,12803
1557540493922,747,12803
1557540494960,747,12803
1557540495996,747,12803
1557540496990,747,12803
1557540498029,747,12803
1557540499059,747,12803
1557540500063,747,12803
1557540501098,747,12803
1557540502134,747,12803
1557540503138,747,12803
1557540504179,747,12803
1557540505689,747,12803
1557540506210,747,12803
1557540507236,747,12803
1557540508273,748,12803
1557540509286,748,12803
1557540510312,748,12803
1557540511348,748,12803
1557540512376,748,12803
1557540513392,748,12803
1557540514406,748,12803
1557540515432,748,12803
1557540516455,748,12803
1557540517509,748,12803
1557540518502,748,12803
1557540519542,748,12803
1557540520570,748,12803
1557540521565,748,12803
1557540522601,748,12803
1557540523622,748,12803
1557540524650,748,12803
1557540525866,748,12803
1557540526705,748,12803
1557540527716,748,12803
1557540528744,748,12803
1557540529776,748,12803
1557540530789,748,12803
1557540531828,748,12803
1557540532867,748,12803
1557540533853,748,12803
1557540534893,748,12803
1557540535920,748,12803
1557540536931,748,12803
1557540537952,748,12803
1557540538985,748,12803
1557540540020,748,12803
1557540541023,748,12803
1557540542066,748,12803
1557540543110,748,12803
1557540544093,748,12803
1557540545183,748,12803
1557540546151,748,12803
1557540547183,748,12803
1557540548216,748,12803
1557540549234,748,12803
1557540550266,748,12804
1557540551261,748,12804
1557540552298,748,12804
1557540553322,748,12804
1557540554347,748,12804
1557540555362,748,12804
1557540556411,748,12804
1557540557435,748,12804
1557540558440,748,12804
1557540559485,748,12804
1557540560490,748,12804
1557540561517,748,12804
1557540562545,748,12804
1557540563588,748,12804
1557540564579,748,12804
1557540565604,748,12804
1557540566633,748,12804
1557540567665,748,12804
1557540568675,748,12804
1557540569709,748,12804
1557540570728,748,12804
1557540571752,748,12804
1557540572790,749,12804
1557540573801,749,12804
1557540574826,749,12804
1557540575847,749,12804
1557540576861,749,12804
1557540577895,749,12804
1557540578948,749,12804
1557540579939,749,12804
1557540580963,749,12804
1557540581991,749,12804
1557540583005,749,12804
1557540584036,749,12804
1557540585071,749,12804
1557540586076,749,12804
1557540587102,749,12804
1557540588135,749,12804
1557540589150,749,12804
1557540590494,749,12804
1557540591215,749,12804
1557540592239,749,12804
1557540593265,749,12804
1557540594296,749,12804
1557540595310,749,12804
1557540596331,749,12804
1557540597361,749,12804
1557540598386,749,12804
1557540599428,749,12804
1557540600428,749,12804
1557540601445,749,12804
1557540602476,749,12804
1557540603498,749,12804
1557540604517,749,12804
1557540605553,749,12804
1557540606598,749,12804
1557540607591,749,12804
1557540608606,749,12804
1557540609639,749,12804
1557540610661,749,12804
1557540611689,749,12804
1557540612710,749,12804
1557540613738,749,12804
1557540614758,749,12804
1557540615781,749,12805
1557540616794,749,12805
1557540617840,749,12805
1557540618865,749,12805
1557540620050,749,12805
1557540621018,749,12805
1557540621926,749,12805
1557540622946,749,12805
1557540623977,749,12805
1557540625141,749,12805
1557540626032,749,12805
1557540627065,749,12805
1557540628071,749,12805
1557540629100,749,12805
1557540630136,749,12805
1557540631134,749,12805
1557540632173,749,12805
1557540633194,749,12805
1557540634226,749,12805
1557540635238,749,12805
1557540636270,749,12805
1557540637294,749,12805
1557540638318,750,12805
1557540639346,750,12805
1557540640418,750,12805
1557540641390,750,12805
1557540642406,750,12805
1557540643445,750,12805
1557540644457,750,12805
1557540645497,750,12805
1557540646530,750,12805
1557540647529,750,12805
1557540648551,750,12805
1557540649598,750,12805
1557540650615,750,12805
1557540651635,750,12805
1557540652661,750,12805
1557540653668,750,12805
1557540654703,750,12805
1557540655747,750,12805
1557540656742,750,12805
1557540657781,750,12805
1557540658798,750,12805
1557540659813,750,12805
1557540661192,750,12805
1557540661866,750,12805
1557540662893,750,12805
1557540663908,750,12805
1557540664949,750,12805
1557540665952,750,12805
1557540666999,750,12805
1557540668012,750,12805
1557540669045,750,12805
1557540670061,750,12805
1557540671107,750,12805
1557540672104,750,12805
1557540673128,750,12805
1557540674155,750,12805
1557540675207,750,12805
1557540676217,750,12805
1557540677222,750,12805
1557540678250,750,12805
1557540679281,750,12805
1557540680302,750,12806
1557540681347,750,12806
1557540682360,750,12806
1557540683440,750,12806
1557540684451,750,12806
1557540685416,750,12806
1557540686435,750,12806
1557540687478,750,12806
1557540688501,750,12806
1557540689522,750,12806
1557540690533,750,12806
1557540691554,750,12806
1557540692590,750,12806
1557540693627,750,12806
1557540694635,750,12806
1557540695665,750,12806
1557540696696,750,12806
1557540697721,750,12806
1557540698723,750,12806
1557540699768,750,12806
1557540700782,750,12806
1557540701831,750,12806
1557540702841,751,12806
1557540703859,751,12806
1557540704882,751,12806
1557540705892,751,12806
1557540706948,751,12806
1557540707961,751,12806
1557540708968,751,12806
1557540710010,751,12806
1557540711025,751,12806
1557540712077,751,12806
1557540713078,751,12806
1557540714104,751,12806
1557540715121,751,12806
1557540716142,751,12806
1557540717181,751,12806
1557540718194,751,12806
1557540719221,751,12806
1557540720256,751,12806
1557540721256,751,12806
1557540722312,751,12806
1557540723325,751,12806
1557540724323,751,12806
1557540725369,751,12806
1557540726392,751,12806
1557540727420,751,12806
1557540728429,751,12806
1557540729464,751,12806
1557540730472,751,12806
1557540731506,751,12806
1557540732527,751,12806
1557540733535,751,12806
1557540734566,751,12806
1557540735602,751,12806
1557540736614,751,12806
1557540737642,751,12806
1557540738672,751,12806
1557540739700,751,12806
1557540740721,751,12806
1557540741741,751,12806
1557540742779,751,12806
1557540743788,751,12806
1557540744833,751,12807
1557540745843,751,12807
1557540746862,751,12807
1557540747878,751,12807
1557540748895,751,12807
1557540749925,751,12807
1557540750959,751,12807
1557540751989,751,12807
1557540753019,751,12807
1557540754025,751,12807
1557540755046,751,12807
1557540756068,751,12807
1557540757112,751,12807
1557540758140,751,12807
1557540759154,751,12807
1557540760175,751,12807
1557540761187,751,12807
1557540762216,751,12807
1557540763258,751,12807
1557540764250,751,12807
1557540765290,751,12807
1557540766320,751,12807
1557540767340,752,12807
1557540768394,752,12807
1557540769395,752,12807
1557540770401,752,12807
1557540771441,752,12807
1557540772453,752,12807
1557540773480,752,12807
1557540774525,752,12807
1557540775542,752,12807
1557540776547,752,12807
1557540777581,752,12807
1557540778595,752,12807
1557540779629,752,12807
1557540780658,752,12807
1557540781697,752,12807
1557540782709,752,12807
1557540783751,752,12807
1557540784750,752,12807
1557540785775,752,12807
1557540786809,752,12807
1557540787830,752,12807
1557540788841,752,12807
1557540789864,752,12807
1557540790906,752,12807
1557540791906,752,12807
1557540792945,752,12807
1557540793952,752,12807
1557540794984,752,12807
1557540796019,752,12807
1557540797044,752,12807
1557540798048,752,12807
1557540799097,752,12807
1557540800107,752,12807
1557540801123,752,12807
1557540802155,752,12807
1557540803179,752,12807
1557540804195,752,12807
1557540805227,752,12807
1557540806268,752,12807
1557540807268,752,12807
1557540808293,752,12807
1557540809352,752,12808
1557540810341,752,12808
1557540811374,752,12808
1557540812402,752,12808
1557540813407,752,12808
1557540814442,752,12808
1557540815478,752,12808
1557540816478,752,12808
1557540817509,752,12808
1557540818537,752,12808
1557540819546,752,12808
1557540820581,752,12808
1557540821616,752,12808
1557540822624,752,12808
1557540823656,752,12808
1557540824684,752,12808
1557540825699,752,12808
1557540826782,752,12808
1557540827831,752,12808
1557540828778,752,12808
1557540829831,752,12808
1557540830889,752,12808
1557540831872,753,12808
1557540832884,753,12808
1557540833907,753,12808
1557540834914,753,12808
1557540835952,753,12808
1557540836975,753,12808
