timestamp,status,temperature,level,plugged
1557533555260,FULL,246,100.0,AC
1557533585490,FULL,249,100.0,AC
1557533603919,FULL,250,100.0,AC
1557533620941,FULL,251,100.0,AC
1557533638018,DISCHARGING,251,100.0,UNDEFINED
1557533662895,DISCHARGING,252,100.0,UNDEFINED
1557533672897,DISCHARGING,253,100.0,UNDEFINED
1557533678899,DISCHARGING,254,100.0,UNDEFINED
1557533701895,DISCHARGING,255,100.0,UNDEFINED
1557533821337,DISCHARGING,257,100.0,UNDEFINED
1557533851583,DISCHARGING,259,100.0,UNDEFINED
1557533881801,DISCHARGING,262,100.0,UNDEFINED
1557533912046,DISCHARGING,264,100.0,UNDEFINED
1557533942282,DISCHARGING,267,100.0,UNDEFINED
1557533972526,DISCHARGING,268,100.0,UNDEFINED
1557534002749,DISCHARGING,269,100.0,UNDEFINED
1557534032958,DISCHARGING,268,100.0,UNDEFINED
1557534063208,DISCHARGING,268,100.0,UNDEFINED
1557534093462,DISCHARGING,269,100.0,UNDEFINED
1557534123709,DISCHARGING,270,100.0,UNDEFINED
1557534153961,DISCHARGING,272,100.0,UNDEFINED
1557534184183,DISCHARGING,275,100.0,UNDEFINED
1557534214407,DISCHARGING,277,99.0,UNDEFINED
1557534244634,DISCHARGING,279,99.0,UNDEFINED
1557534272910,DISCHARGING,281,99.0,UNDEFINED
1557534290920,DISCHARGING,279,99.0,UNDEFINED
1557534308903,DISCHARGING,278,99.0,UNDEFINED
1557534339796,DISCHARGING,278,99.0,UNDEFINED
1557534370028,DISCHARGING,279,99.0,UNDEFINED
1557534400297,DISCHARGING,281,99.0,UNDEFINED
1557534430548,DISCHARGING,282,99.0,UNDEFINED
1557534460773,DISCHARGING,285,99.0,UNDEFINED
1557534490994,DISCHARGING,286,99.0,UNDEFINED
1557534521267,DISCHARGING,286,99.0,UNDEFINED
1557534551498,DISCHARGING,289,99.0,UNDEFINED
1557534572904,DISCHARGING,289,99.0,UNDEFINED
1557534588193,DISCHARGING,288,99.0,UNDEFINED
1557534618234,DISCHARGING,289,99.0,UNDEFINED
1557534648465,DISCHARGING,290,99.0,UNDEFINED
1557534658240,DISCHARGING,290,99.0,UNDEFINED
1557534696403,DISCHARGING,291,98.0,UNDEFINED
1557534726638,DISCHARGING,293,98.0,UNDEFINED
1557534787078,DISCHARGING,292,98.0,UNDEFINED
1557534847534,DISCHARGING,291,98.0,UNDEFINED
1557534908012,DISCHARGING,293,98.0,UNDEFINED
1557534938233,DISCHARGING,293,98.0,UNDEFINED
1557534968465,DISCHARGING,295,98.0,UNDEFINED
1557534998722,DISCHARGING,296,98.0,UNDEFINED
1557535028951,DISCHARGING,297,98.0,UNDEFINED
1557535059174,DISCHARGING,300,98.0,UNDEFINED
1557535088906,DISCHARGING,300,98.0,UNDEFINED
1557535095926,DISCHARGING,299,98.0,UNDEFINED
1557535102905,DISCHARGING,297,98.0,UNDEFINED
1557535129921,DISCHARGING,296,98.0,UNDEFINED
1557535152905,DISCHARGING,294,98.0,UNDEFINED
1557535187198,DISCHARGING,292,98.0,UNDEFINED
1557535230913,DISCHARGING,291,97.0,UNDEFINED
1557535243898,DISCHARGING,290,97.0,UNDEFINED
1557535252900,DISCHARGING,289,97.0,UNDEFINED
1557535268916,DISCHARGING,288,97.0,UNDEFINED
1557535293907,DISCHARGING,286,97.0,UNDEFINED
1557535310905,DISCHARGING,285,97.0,UNDEFINED
1557535314907,DISCHARGING,284,97.0,UNDEFINED
1557535322908,DISCHARGING,282,97.0,UNDEFINED
1557535355907,DISCHARGING,281,97.0,UNDEFINED
1557535365894,DISCHARGING,279,97.0,UNDEFINED
1557535397913,DISCHARGING,278,97.0,UNDEFINED
1557535417893,DISCHARGING,275,97.0,UNDEFINED
1557535438899,DISCHARGING,274,97.0,UNDEFINED
1557535471152,DISCHARGING,272,97.0,UNDEFINED
1557535501388,DISCHARGING,273,97.0,UNDEFINED
1557535531618,DISCHARGING,275,97.0,UNDEFINED
1557535561863,DISCHARGING,277,97.0,UNDEFINED
